1,"ïΩê¨22îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1603,"25206","043608","3","","","","é†âÍåß","ëêí√és","ñÏòH","ÇWíöñ⁄",748,39,56,41,54,99,40,41,66,67,56,24,21,31,23,31,28,13,5,1,1,-,11,136,499,102,48,7,26248,36.1146540027,14,425,27,26,17,31,78,23,21,36,30,36,14,11,21,12,12,17,5,1,-,-,-,7,70,301,47,23,1,14345,34.8181818182,9,323,12,30,24,23,21,17,20,30,37,20,10,10,10,11,19,11,8,4,1,1,-,4,66,198,55,25,6,11903,37.8134796238,5
1604,"25206","043609","3","","","","é†âÍåß","ëêí√és","ñÏòH","ÇXíöñ⁄",1047,28,26,28,147,370,63,69,61,36,46,32,28,17,21,15,9,2,-,-,-,-,49,82,869,47,11,-,28675,29.2324649299,49,712,11,16,12,127,278,39,35,38,22,27,22,21,10,12,7,4,1,-,-,-,-,30,39,619,24,5,-,19009,28.3724340176,21,335,17,10,16,20,92,24,34,23,14,19,10,7,7,9,8,5,1,-,-,-,-,19,43,250,23,6,-,9666,31.0886075949,28
1605,"25206","0437","2","","","","é†âÍåß","ëêí√és","ìÏëêí√","",3329,287,106,69,114,355,447,536,419,213,167,142,94,69,47,28,40,31,26,23,10,3,103,462,2556,208,133,62,106654,33.5607563546,42,1707,146,51,30,57,189,191,273,234,112,109,92,65,35,25,13,13,6,3,2,1,-,60,227,1357,63,25,6,53695,33.1017000607,22,1622,141,55,39,57,166,256,263,185,101,58,50,29,34,22,15,27,25,23,21,9,3,43,235,1199,145,108,56,52959,34.0395820139,20
1606,"25206","043701","3","","","","é†âÍåß","ëêí√és","ìÏëêí√","ÇPíöñ⁄",1170,112,34,20,40,171,140,206,156,75,51,50,36,19,15,10,8,4,2,-,-,-,21,166,944,39,14,2,35419,31.3259355962,9,585,66,16,8,15,79,54,105,80,38,33,29,26,11,6,4,1,1,2,-,-,-,11,90,470,14,4,2,17927,31.7317073171,3,585,46,18,12,25,92,86,101,76,37,18,21,10,8,9,6,7,3,-,-,-,-,10,76,474,25,10,-,17492,30.9208695652,6
1607,"25206","043702","3","","","","é†âÍåß","ëêí√és","ìÏëêí√","ÇQíöñ⁄",1181,110,51,38,40,59,139,170,161,90,77,46,30,24,14,7,20,21,19,22,10,3,30,199,836,116,95,54,40731,35.8874891399,17,581,48,25,17,18,36,57,88,94,46,46,29,20,11,9,3,6,4,1,2,1,-,20,90,445,26,14,4,18762,33.9438502674,10,600,62,26,21,22,23,82,82,67,44,31,17,10,13,5,4,14,17,18,20,9,3,10,109,391,90,81,50,21969,37.7355932203,7
1608,"25206","043703","3","","","","é†âÍåß","ëêí√és","ìÏëêí√","ÇRíöñ⁄",403,23,13,5,20,38,67,50,40,23,21,21,14,20,11,4,8,4,2,1,-,-,18,41,314,30,15,3,13573,35.7545454545,9,230,17,5,3,16,22,32,24,22,16,16,17,8,10,7,1,5,1,-,-,-,-,8,25,183,14,6,-,7678,35.0855855856,4,173,6,8,2,4,16,35,26,18,7,5,4,6,10,4,3,3,3,2,1,-,-,10,16,131,16,9,3,5895,36.6656441718,5
1609,"25206","043704","3","","","","é†âÍåß","ëêí√és","ìÏëêí√","ÇSíöñ⁄",475,37,5,2,11,76,94,103,54,18,8,12,6,4,5,5,3,2,-,-,-,-,30,44,386,15,5,-,13213,30.1921348315,5,251,12,3,1,6,45,46,54,33,8,5,8,3,2,1,4,1,-,-,-,-,-,19,16,210,6,1,-,7014,30.7327586207,3,224,25,2,1,5,31,48,49,21,10,3,4,3,2,4,1,2,2,-,-,-,-,11,28,176,9,4,-,6199,29.6032863850,2
1610,"25206","043705","3","","","","é†âÍåß","ëêí√és","ìÏëêí√","ÇTíöñ⁄",100,5,3,4,3,11,7,7,8,7,10,13,8,2,2,2,1,-,3,-,-,-,4,12,76,8,4,3,3718,39.2291666667,2,60,3,2,1,2,7,2,2,5,4,9,9,8,1,2,1,-,-,-,-,-,-,2,6,49,3,-,-,2314,40.3965517241,2,40,2,1,3,1,4,5,5,3,3,1,4,-,1,-,1,1,-,3,-,-,-,2,6,27,5,4,3,1404,37.4473684211,-
1611,"25206","0441","2","","","","é†âÍåß","ëêí√és","ìÏä}ìå","",2884,93,116,112,165,303,179,220,222,161,136,123,195,270,185,128,93,72,34,16,2,1,58,321,1974,531,218,53,118692,42.5000000000,94,1525,40,62,62,104,220,98,115,121,86,64,64,85,131,96,64,41,24,12,4,-,-,32,164,1088,241,81,16,59133,40.1068318821,49,1359,53,54,50,61,83,81,105,101,75,72,59,110,139,89,64,52,48,22,12,2,1,26,157,886,290,137,37,59559,45.1804201050,45
1612,"25206","044101","3","","","","é†âÍåß","ëêí√és","ìÏä}ìå","ÇPíöñ⁄",833,27,34,36,40,81,56,46,56,61,46,54,59,63,46,32,25,26,15,7,2,-,21,97,562,153,75,24,34565,43.0677339901,29,437,11,19,25,22,54,31,26,32,32,21,25,30,31,25,18,10,9,8,2,-,-,6,55,304,72,29,10,17445,40.9756380510,13,396,16,15,11,18,27,25,20,24,29,25,29,29,32,21,14,15,17,7,5,2,-,15,42,258,81,46,14,17120,45.4343832021,16
1613,"25206","044102","3","","","","é†âÍåß","ëêí√és","ìÏä}ìå","ÇQíöñ⁄",544,21,24,16,16,21,34,63,54,22,21,25,45,76,38,29,18,15,3,3,-,-,-,61,377,106,39,6,24343,45.2481617647,33,267,11,11,9,11,14,16,31,29,8,11,15,15,38,19,16,7,5,-,1,-,-,-,31,188,48,13,1,11512,43.6161048689,14,277,10,13,7,5,7,18,32,25,14,10,10,30,38,19,13,11,10,3,2,-,-,-,30,189,58,26,5,12831,46.8212996390,19
1614,"25206","044103","3","","","","é†âÍåß","ëêí√és","ìÏä}ìå","ÇRíöñ⁄",1101,24,31,38,85,155,51,77,66,51,45,34,72,120,81,56,42,28,12,6,-,1,26,93,756,226,89,19,46154,43.4339534884,10,595,11,18,15,57,116,26,42,34,29,20,18,28,58,43,27,18,9,3,1,-,-,22,44,428,101,31,4,22752,40.2068062827,7,506,13,13,23,28,39,25,35,32,22,25,16,44,62,38,29,24,19,9,5,-,1,4,49,328,125,58,15,23402,47.1175298805,3
1615,"25206","044104","3","","","","é†âÍåß","ëêí√és","ìÏä}ìå","ÇSíöñ⁄",406,21,27,22,24,46,38,34,46,27,24,10,19,11,20,11,8,3,4,-,-,-,11,70,279,46,15,4,13630,35.0063291139,22,226,7,14,13,14,36,25,16,26,17,12,6,12,4,9,3,6,1,1,-,-,-,4,34,168,20,8,1,7424,33.9414414414,15,180,14,13,9,10,10,13,18,20,10,12,4,7,7,11,8,2,2,3,-,-,-,7,36,111,26,7,3,6206,36.3728323699,7
1616,"25206","0442","2","","","","é†âÍåß","ëêí√és","ä}éR","",7492,237,243,313,901,1798,542,410,476,443,423,363,344,295,210,136,97,57,22,11,3,-,168,793,5995,536,190,36,240401,33.3237302021,243,4487,129,138,157,590,1334,284,225,252,217,219,199,185,159,119,78,45,26,4,2,1,-,124,424,3664,275,78,7,136479,31.7809993124,136,3005,108,105,156,311,464,258,185,224,226,204,164,159,136,91,58,52,31,18,9,2,-,44,369,2331,261,112,29,103922,35.5969267139,107
1617,"25206","044201","3","","","","é†âÍåß","ëêí√és","ä}éR","ÇPíöñ⁄",1104,20,22,27,166,403,93,55,55,47,25,26,25,24,31,15,12,5,2,-,-,-,51,69,919,65,19,2,30563,29.5246913580,49,760,12,15,12,120,316,58,31,39,22,15,13,14,14,18,13,5,2,1,-,-,-,40,39,642,39,8,1,20000,28.2777777778,32,344,8,7,15,46,87,35,24,16,25,10,13,11,10,13,2,7,3,1,-,-,-,11,30,277,26,11,1,10563,32.2207207207,17
1618,"25206","044202","3","","","","é†âÍåß","ëêí√és","ä}éR","ÇQíöñ⁄",894,43,34,38,83,144,51,63,92,61,44,40,40,44,36,22,20,7,3,2,1,-,26,115,662,91,33,6,30585,35.7361751152,23,552,28,16,20,50,116,33,34,49,40,27,26,20,22,21,12,10,4,-,1,1,-,22,64,417,49,16,2,18003,34.4679245283,17,342,15,18,18,33,28,18,29,43,21,17,14,20,22,15,10,10,3,3,1,-,-,4,51,245,42,17,4,12582,37.7248520710,6
1619,"25206","044203","3","","","","é†âÍåß","ëêí√és","ä}éR","ÇRíöñ⁄",1246,37,39,59,160,323,77,49,85,68,84,68,52,50,38,15,12,11,2,1,-,-,16,135,1016,79,26,3,39713,32.7869918699,41,771,17,16,30,112,257,42,30,43,33,39,41,29,25,25,8,6,6,-,1,-,-,11,63,651,46,13,1,23538,31.4710526316,15,475,20,23,29,48,66,35,19,42,35,45,27,23,25,13,7,6,5,2,-,-,-,5,72,365,33,13,2,16175,34.9148936170,26
1620,"25206","044204","3","","","","é†âÍåß","ëêí√és","ä}éR","ÇSíöñ⁄",1029,22,17,30,134,322,81,54,41,43,50,35,55,46,17,16,12,7,4,1,-,-,42,69,861,57,24,5,31417,32.3308004053,75,692,10,10,18,101,250,61,32,23,24,27,20,29,25,13,9,5,3,1,-,-,-,31,38,592,31,9,1,19758,30.3910741301,42,337,12,7,12,33,72,20,22,18,19,23,15,26,21,4,7,7,4,3,1,-,-,11,31,269,26,15,4,11659,36.2638036810,33
1621,"25206","044205","3","","","","é†âÍåß","ëêí√és","ä}éR","ÇTíöñ⁄",1838,51,73,100,290,458,73,82,85,143,129,90,87,51,39,30,14,12,5,4,-,-,22,224,1488,104,35,9,57008,31.8920704846,21,1073,29,44,46,166,359,42,42,36,63,69,47,40,29,18,16,6,4,1,-,-,-,16,119,893,45,11,1,31021,29.8481551561,13,765,22,29,54,124,99,31,40,49,80,60,43,47,22,21,14,8,8,4,4,-,-,6,105,595,59,24,8,25987,34.7384716733,8
1622,"25206","044206","3","","","","é†âÍåß","ëêí√és","ä}éR","ÇUíöñ⁄",827,34,53,58,62,44,43,42,64,53,63,67,61,63,46,31,21,11,6,3,2,-,-,145,562,120,43,11,32877,40.2545344619,2,417,19,34,30,39,23,17,20,36,22,24,31,36,32,22,17,7,7,1,-,-,-,-,83,280,54,15,1,15810,38.4136690647,-,410,15,19,28,23,21,26,22,28,31,39,36,25,31,24,14,14,4,5,3,2,-,-,62,282,66,28,10,17067,42.1268292683,2
1623,"25206","044207","3","","","","é†âÍåß","ëêí√és","ä}éR","ÇVíöñ⁄",387,29,5,-,2,90,99,49,31,12,12,10,12,7,2,7,6,4,-,-,-,-,10,34,324,19,10,-,11629,31.3461538462,30,131,13,3,-,-,7,22,24,18,7,7,5,8,4,1,3,6,-,-,-,-,-,3,16,102,10,6,-,4565,36.1640625000,16,256,16,2,-,2,83,77,25,13,5,5,5,4,3,1,4,-,4,-,-,-,-,7,18,222,9,4,-,7064,28.8694779116,14
1624,"25206","044208","3","","","","é†âÍåß","ëêí√és","ä}éR","ÇWíöñ⁄",167,1,-,1,4,14,25,16,23,16,16,27,12,10,1,-,-,-,-,-,-,-,1,2,163,1,-,-,6609,40.3132530120,2,91,1,-,1,2,6,9,12,8,6,11,16,9,8,1,-,-,-,-,-,-,-,1,2,87,1,-,-,3784,42.5444444444,1,76,-,-,-,2,8,16,4,15,10,5,11,3,2,-,-,-,-,-,-,-,-,-,-,76,-,-,-,2825,37.6710526316,1
1625,"25206","0443","2","","","","é†âÍåß","ëêí√és","ìÏä}í¨","",1760,173,142,69,47,64,102,212,198,112,66,69,82,119,107,81,45,33,23,10,4,-,2,384,1071,303,115,37,67014,38.6194539249,13,868,88,80,35,23,31,50,99,111,61,31,31,35,52,55,40,23,12,6,2,2,-,1,203,524,140,45,10,31834,37.2174163783,6,892,85,62,34,24,33,52,113,87,51,35,38,47,67,52,41,22,21,17,8,2,-,1,181,547,163,70,27,35180,39.9837261504,7
1626,"25206","0450","2","","","","é†âÍåß","ëêí√és","êVïlí¨","",1738,135,124,107,81,66,78,156,185,128,96,102,82,116,109,58,50,33,18,11,2,-,1,366,1090,281,114,31,66967,39.0532527346,3,845,59,70,53,40,31,29,83,94,64,48,47,41,56,60,28,23,12,3,3,-,-,1,182,533,129,41,6,32070,38.4976303318,2,893,76,54,54,41,35,49,73,91,64,48,55,41,60,49,30,27,21,15,8,2,-,-,184,557,152,73,25,34897,39.5783874580,1
1627,"25206","0460","2","","","","é†âÍåß","ëêí√és","ñÓã¥í¨","",5313,202,235,252,243,305,300,303,413,369,293,253,343,433,393,310,235,191,104,65,25,4,42,689,3255,1327,624,198,237905,45.6346992980,73,2675,112,125,135,126,185,154,161,224,198,156,112,179,197,194,156,107,80,31,11,6,2,24,372,1692,587,237,50,113864,43.4513391173,33,2638,90,110,117,117,120,146,142,189,171,137,141,164,236,199,154,128,111,73,54,19,2,18,317,1563,740,387,148,124041,47.8438931298,40
1628,"25206","0470","2","","","","é†âÍåß","ëêí√és","ã¥â™í¨","",1722,68,54,73,82,209,176,117,106,97,95,103,124,134,107,61,51,30,14,9,1,-,11,195,1243,273,105,24,69149,40.9143775570,15,828,26,31,36,46,84,75,66,50,49,48,46,60,77,52,31,21,17,4,2,-,-,7,93,601,127,44,6,33497,41.3002436054,7,894,42,23,37,36,125,101,51,56,48,47,57,64,57,55,30,30,13,10,7,1,-,4,102,642,146,61,18,35652,40.5584269663,8
1629,"25206","0480","2","","","","é†âÍåß","ëêí√és","ñkéRìcí¨","",1757,63,74,93,108,98,92,91,114,110,121,108,122,140,121,91,92,77,26,13,2,1,-,230,1104,423,211,42,78696,45.2899829254,8,836,29,37,50,54,44,46,42,59,53,61,55,59,69,58,46,39,28,5,2,-,-,-,116,542,178,74,7,36271,43.8863636364,2,921,34,37,43,54,54,46,49,55,57,60,53,63,71,63,45,53,49,21,11,2,1,-,114,562,245,137,35,42425,46.5640608035,6
1630,"25206","0490","2","","","","é†âÍåß","ëêí√és","éRìcí¨","",403,13,20,28,22,19,7,13,37,36,30,24,17,29,30,17,28,20,10,2,1,-,-,61,234,108,61,13,18357,46.0508684864,2,201,8,10,14,11,11,4,6,19,17,17,11,8,16,14,8,14,8,3,2,-,-,-,32,120,49,27,5,8905,44.8034825871,1,202,5,10,14,11,8,3,7,18,19,13,13,9,13,16,9,14,12,7,-,1,-,-,29,114,59,34,8,9452,47.2920792079,1
1631,"25206","0500","2","","","","é†âÍåß","ëêí√és","ìÏéRìcí¨","",1491,62,55,73,66,55,79,76,103,99,86,97,128,142,112,88,64,60,27,16,2,-,1,190,931,369,169,45,69073,46.8577181208,3,746,31,31,38,34,29,40,37,59,52,45,43,68,66,60,45,33,21,12,2,-,-,-,100,473,173,68,14,33649,45.6058981233,-,745,31,24,35,32,26,39,39,44,47,41,54,60,76,52,43,31,39,15,14,2,-,1,90,458,196,101,31,35424,48.1129032258,3
1632,"25206","0510","2","","","","é†âÍåß","ëêí√és","ñÿêÏí¨","",4284,190,156,197,257,245,227,296,301,270,270,221,284,337,355,276,194,106,41,17,3,1,40,543,2708,993,362,62,185701,44.2561262959,49,2162,91,82,104,145,155,100,156,163,145,149,110,132,155,156,136,98,41,12,3,1,-,28,277,1410,447,155,16,90090,42.7164948454,27,2122,99,74,93,112,90,127,140,138,125,121,111,152,182,199,140,96,65,29,14,2,1,12,266,1298,546,207,46,95611,45.8132701422,22
1633,"25206","0520","2","","","","é†âÍåß","ëêí√és","å‰ëqí¨","",174,7,4,6,7,10,10,17,5,8,7,12,15,21,10,7,11,9,4,3,1,-,-,17,112,45,28,8,8377,48.6436781609,-,81,4,1,4,2,6,5,7,4,3,3,6,10,9,4,4,4,2,1,2,-,-,-,9,55,17,9,3,3753,46.8333333333,-,93,3,3,2,5,4,5,10,1,5,4,6,5,12,6,3,7,7,3,1,1,-,-,8,57,28,19,5,4624,50.2204301075,-
1634,"25206","0530","2","îÈìΩínàÊ","054001","","é†âÍåß","ëêí√és","è„ä}í¨","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1635,"25206","0540","2","","","","é†âÍåß","ëêí√és","è„ä}","",4921,208,220,187,158,221,313,359,414,289,216,218,312,487,445,321,216,160,94,43,10,2,28,615,2987,1291,525,149,224520,46.3859595340,60,2423,105,120,107,72,112,159,183,218,148,121,101,147,222,230,162,106,58,24,7,2,1,18,332,1483,590,198,34,106596,44.8226611227,23,2498,103,100,80,86,109,154,176,196,141,95,117,165,265,215,159,110,102,70,36,8,1,10,283,1504,701,327,115,117924,47.8971061093,37
1636,"25206","054001","3","çáéZínàÊÇ†ÇË","","0530","é†âÍåß","ëêí√és","è„ä}","ÇPíöñ⁄",679,34,35,25,19,47,29,49,57,29,17,31,42,51,44,28,35,45,27,23,4,1,7,94,371,207,135,55,31947,48.0401785714,9,332,13,20,17,12,25,20,27,27,17,7,16,24,23,27,13,22,12,3,2,-,-,5,50,198,79,39,5,14079,43.5550458716,4,347,21,15,8,7,22,9,22,30,12,10,15,18,28,17,15,13,33,24,21,4,1,2,44,173,128,96,50,17868,52.2913043478,5
1637,"25206","054002","3","","","","é†âÍåß","ëêí√és","è„ä}","ÇQíöñ⁄",1318,51,52,60,35,63,77,90,127,70,53,57,78,151,137,97,57,35,13,5,3,-,7,163,801,347,113,21,60338,46.5244088482,20,645,26,28,31,16,30,41,44,68,35,24,28,33,68,72,50,30,13,4,-,1,-,3,85,387,170,48,5,28997,45.6666666667,7,673,25,24,29,19,33,36,46,59,35,29,29,45,83,65,47,27,22,9,5,2,-,4,78,414,177,65,16,31341,47.3475336323,13
1638,"25206","054003","3","","","","é†âÍåß","ëêí√és","è„ä}","ÇRíöñ⁄",1178,47,48,44,30,45,80,76,87,80,60,51,80,119,119,88,53,33,25,7,2,1,3,139,708,328,121,35,55131,47.4200000000,9,578,23,29,22,12,19,39,41,41,44,38,20,36,51,62,48,27,11,7,3,1,1,3,74,341,160,50,12,26518,46.6182608696,2,600,24,19,22,18,26,41,35,46,36,22,31,44,68,57,40,26,22,18,4,1,-,-,65,367,168,71,23,28613,48.1883333333,7
1639,"25206","054004","3","","","","é†âÍåß","ëêí√és","è„ä}","ÇSíöñ⁄",1578,73,77,48,67,56,116,133,127,100,81,65,99,148,133,101,66,42,27,7,1,-,11,198,992,377,143,35,69733,45.0009572431,21,780,41,37,29,30,32,55,66,73,48,49,29,46,73,62,48,25,19,9,2,-,-,7,107,501,165,55,11,33298,43.5763260026,9,798,32,40,19,37,24,61,67,54,52,32,36,53,75,71,53,41,23,18,5,1,-,4,91,491,212,88,24,36435,46.3879093199,12
1640,"25206","054005","3","","","","é†âÍåß","ëêí√és","è„ä}","ÇTíöñ⁄",168,3,8,10,7,10,11,11,16,10,5,14,13,18,12,7,5,5,2,1,-,-,-,21,115,32,13,3,7371,44.3750000000,1,88,2,6,8,2,6,4,5,9,4,3,8,8,7,7,3,2,3,1,-,-,-,-,16,56,16,6,1,3704,42.5909090909,1,80,1,2,2,5,4,7,6,7,6,2,6,5,11,5,4,3,2,1,1,-,-,-,5,59,16,7,2,3667,46.3375000000,-
1641,"25206","0580","2","","","","é†âÍåß","ëêí√és","ñÏë∫","",6172,289,245,239,247,296,475,554,570,431,341,328,374,473,396,274,220,151,90,47,11,2,119,773,4089,1191,521,150,257992,43.1221708244,67,3168,138,126,134,121,169,288,269,318,230,181,166,183,215,199,143,109,68,26,10,5,-,70,398,2140,560,218,41,128304,41.9151065203,38,3004,151,119,105,126,127,187,285,252,201,160,162,191,258,197,131,111,83,64,37,6,2,49,375,1949,631,303,109,129688,44.3876480541,29
1642,"25206","058001","3","","","","é†âÍåß","ëêí√és","ñÏë∫","ÇPíöñ⁄",985,46,32,37,40,44,73,92,111,83,66,56,69,68,54,21,35,18,10,-,-,-,30,115,702,138,63,10,39167,41.5125654450,18,501,17,14,25,14,26,41,48,63,44,35,30,39,33,24,6,16,7,2,-,-,-,17,56,373,55,25,2,19514,40.8181818182,11,484,29,18,12,26,18,32,44,48,39,31,26,30,35,30,15,19,11,8,-,-,-,13,59,329,83,38,8,19653,42.2261146497,7
1643,"25206","058002","3","","","","é†âÍåß","ëêí√és","ñÏë∫","ÇQíöñ⁄",1028,58,49,26,15,49,110,105,97,64,33,44,46,75,60,54,42,27,29,31,8,1,5,133,638,252,138,69,45434,44.9125122190,6,532,31,25,13,5,36,90,51,45,41,16,21,22,30,28,27,22,11,5,7,4,-,2,69,357,104,49,16,21570,41.1981132075,3,496,27,24,13,10,13,20,54,52,23,17,23,24,45,32,27,20,16,24,24,4,1,3,64,281,148,89,53,23864,48.9056795132,3
1644,"25206","058003","3","","","","é†âÍåß","ëêí√és","ñÏë∫","ÇRíöñ⁄",484,12,9,18,19,25,29,31,37,30,15,24,40,53,49,35,18,26,2,2,1,-,9,39,303,133,49,5,22856,48.6178947368,7,231,7,4,9,3,12,16,12,22,12,6,11,20,22,18,22,9,16,1,1,1,-,7,20,136,68,28,3,11030,49.7410714286,5,253,5,5,9,16,13,13,19,15,18,9,13,20,31,31,13,9,10,1,1,-,-,2,19,167,65,21,2,11826,47.6155378486,2
1645,"25206","058004","3","","","","é†âÍåß","ëêí√és","ñÏë∫","ÇSíöñ⁄",674,15,14,34,24,32,42,53,53,49,29,38,50,64,51,49,31,24,12,3,1,-,6,63,434,171,71,16,31365,47.4535928144,9,354,9,9,18,16,18,24,24,32,22,15,21,21,34,29,25,12,15,7,-,-,-,3,36,227,88,34,7,16094,46.3518518519,5,320,6,5,16,8,14,18,29,21,27,14,17,29,30,22,24,19,9,5,3,1,-,3,27,207,83,37,9,15271,48.6735015773,4
1646,"25206","058005","3","","","","é†âÍåß","ëêí√és","ñÏë∫","ÇTíöñ⁄",1239,53,54,58,78,51,52,89,81,73,92,86,80,128,111,59,45,24,15,8,-,-,2,165,810,262,92,23,54256,44.3609539208,2,604,24,27,31,44,27,19,42,47,40,37,41,37,47,65,36,23,11,2,2,-,-,2,82,381,139,38,4,26003,43.6943521595,2,635,29,27,27,34,24,33,47,34,33,55,45,43,81,46,23,22,13,13,6,-,-,-,83,429,123,54,19,28253,44.9929133858,-
1647,"25206","058006","3","","","","é†âÍåß","ëêí√és","ñÏë∫","ÇUíöñ⁄",929,53,49,31,32,39,84,102,102,72,56,38,46,42,39,32,23,18,10,2,1,1,57,133,613,126,55,14,33721,39.1708715596,13,491,25,26,18,15,18,48,47,59,38,41,24,22,25,17,16,12,5,4,-,-,-,31,69,337,54,21,4,17572,38.7000000000,4,438,28,23,13,17,21,36,55,43,34,15,14,24,17,22,16,11,13,6,2,1,1,26,64,276,72,34,10,16149,39.6966019417,9
1648,"25206","058007","3","","","","é†âÍåß","ëêí√és","ñÏë∫","ÇVíöñ⁄",433,28,11,13,20,39,52,43,40,24,21,30,21,19,14,8,18,12,9,1,-,-,10,52,309,62,40,10,16415,39.3061465721,5,242,16,7,6,14,26,28,20,26,16,13,14,11,10,9,2,9,2,5,-,-,-,8,29,178,27,16,5,8608,37.2863247863,4,191,12,4,7,6,13,24,23,14,8,8,16,10,9,5,6,9,10,4,1,-,-,2,23,131,35,24,5,7807,41.8068783069,1
1649,"25206","058008","3","","","","é†âÍåß","ëêí√és","ñÏë∫","ÇWíöñ⁄",400,24,27,22,19,17,33,39,49,36,29,12,22,24,18,16,8,2,3,-,-,-,-,73,280,47,13,3,14778,37.4450000000,7,213,9,14,14,10,6,22,25,24,17,18,4,11,14,9,9,6,1,-,-,-,-,-,37,151,25,7,-,7913,37.6502347418,4,187,15,13,8,9,11,11,14,25,19,11,8,11,10,9,7,2,1,3,-,-,-,-,36,129,22,6,3,6865,37.2112299465,3
1650,"25206","0590","2","","","","é†âÍåß","ëêí√és","ïΩà‰í¨","",127,26,15,7,2,3,7,20,24,8,2,3,3,6,1,-,-,-,-,-,-,-,-,48,78,1,-,-,3265,26.2086614173,-,68,14,8,4,2,2,3,8,14,5,1,1,1,4,1,-,-,-,-,-,-,-,-,26,41,1,-,-,1755,26.3088235294,-,59,12,7,3,-,1,4,12,10,3,1,2,2,2,-,-,-,-,-,-,-,-,-,22,37,-,-,-,1510,26.0932203390,-
1651,"25206","0600","2","","","","é†âÍåß","ëêí√és","ïΩà‰","",4590,152,192,255,244,268,287,336,327,344,268,328,320,445,297,199,134,88,50,18,3,-,35,599,3167,789,293,71,193211,42.9173435785,111,2286,82,100,120,121,128,165,170,167,159,132,161,156,218,163,111,58,35,19,4,-,-,17,302,1577,390,116,23,95050,42.3907007492,53,2304,70,92,135,123,140,122,166,160,185,136,167,164,227,134,88,76,53,31,14,3,-,18,297,1590,399,177,48,98161,43.4400699913,58
1652,"25206","060001","3","","","","é†âÍåß","ëêí√és","ïΩà‰","ÇPíöñ⁄",1063,44,48,67,55,59,64,70,90,90,67,59,63,87,65,59,30,19,11,3,1,-,12,159,704,188,64,15,43525,41.9129400571,13,527,26,26,33,24,23,36,37,49,43,34,29,28,44,34,31,14,6,5,-,-,-,5,85,347,90,25,5,21190,41.0938697318,4,536,18,22,34,31,36,28,33,41,47,33,30,35,43,31,28,16,13,6,3,1,-,7,74,357,98,39,10,22335,42.7211720227,9
1653,"25206","060002","3","","","","é†âÍåß","ëêí√és","ïΩà‰","ÇQíöñ⁄",774,35,44,41,42,36,66,77,66,62,44,49,37,64,38,25,17,14,7,5,1,-,4,120,543,107,44,13,30291,39.8389610390,38,375,20,21,17,18,13,35,35,35,33,20,29,18,26,21,16,7,7,-,1,-,-,3,58,262,52,15,1,14544,39.5967741935,18,399,15,23,24,24,23,31,42,31,29,24,20,19,38,17,9,10,7,7,4,1,-,1,62,281,55,29,12,15747,40.0653266332,20
1654,"25206","060003","3","","","","é†âÍåß","ëêí√és","ïΩà‰","ÇRíöñ⁄",394,9,15,22,18,20,15,23,26,27,14,38,40,41,28,22,6,9,7,3,1,-,10,46,262,76,26,11,17451,45.9453125000,7,204,2,8,9,10,12,9,13,13,12,7,23,22,25,15,14,2,1,2,1,-,-,4,19,146,35,6,3,9073,45.8650000000,2,190,7,7,13,8,8,6,10,13,15,7,15,18,16,13,8,4,8,5,2,1,-,6,27,116,41,20,8,8378,46.0326086957,5
1655,"25206","060004","3","","","","é†âÍåß","ëêí√és","ïΩà‰","ÇSíöñ⁄",711,23,36,56,43,26,31,42,56,72,61,39,43,62,46,28,24,16,5,1,-,-,1,115,475,120,46,6,29489,42.0338028169,28,359,11,23,28,22,9,17,22,26,30,37,17,25,31,27,12,11,9,2,-,-,-,-,62,236,61,22,2,14889,41.9735376045,13,352,12,13,28,21,17,14,20,30,42,24,22,18,31,19,16,13,7,3,1,-,-,1,53,239,59,24,4,14600,42.0954415954,15
1656,"25206","060005","3","","","","é†âÍåß","ëêí√és","ïΩà‰","ÇTíöñ⁄",1341,37,42,56,60,108,99,105,72,78,71,121,112,151,88,52,44,22,12,3,-,-,8,135,977,221,81,15,57916,43.9478619655,23,677,21,20,30,33,63,61,53,36,34,31,52,54,72,47,31,20,7,6,1,-,-,5,71,489,112,34,7,28393,42.7514880952,15,664,16,22,26,27,45,38,52,36,44,40,69,58,79,41,21,24,15,6,2,-,-,3,64,488,109,47,8,29523,45.1641452345,8
