1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—ÇPê¢ë—ìñÇΩÇËêlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êîÅC65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êîãyÇ—3ê¢ë„ê¢ë—Å\ì¡åfÅjÅ|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,ÇPê¢ë—ìñÇΩÇËêlàı,,,,,,,,,,ÅiçƒåfÅjÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj18çŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êî,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—
1498,"25204","1580","2","","","","é†âÍåß","ãﬂç]î™î¶és","å‰èäì‡í¨","",50,47,29,7,18,18,-,3,-,9,165,162,85,14,63,77,-,3,-,50,3.3000000000,3.4468085106,2.9310344828,2.0000000000,3.5000000000,4.2777777778,-,1.0000000000,-,5.5555555556,5,5,3,-,3,2,-,-,-,2,14,14,8,-,8,6,-,-,-,6,32,31,14,5,6,17,-,1,-,8,6,5,4,3,-,1,-,1,-,-
1499,"25204","1590","2","","","","é†âÍåß","ãﬂç]î™î¶és","óFíËí¨","",77,72,48,17,29,24,-,5,-,16,259,254,143,34,105,111,-,5,-,88,3.3636363636,3.5277777778,2.9791666667,2.0000000000,3.6206896552,4.6250000000,-,1.0000000000,-,5.5000000000,5,5,4,-,4,1,-,-,-,1,21,21,11,-,11,10,-,-,-,10,47,44,22,14,7,22,-,3,-,16,17,14,11,11,-,3,-,3,-,-
1500,"25204","1600","2","","","","é†âÍåß","ãﬂç]î™î¶és","êºê∂óàí¨","",254,207,128,43,71,79,-,47,-,61,795,748,388,86,269,360,-,47,-,304,3.1299212598,3.6135265700,3.0312500000,2.0000000000,3.7887323944,4.5569620253,-,1.0000000000,-,4.9836065574,25,25,14,-,14,11,-,-,-,11,67,67,35,-,32,32,-,-,-,31,162,137,63,32,25,74,-,25,-,58,46,21,21,21,-,-,-,25,-,-
1501,"25204","1610","2","","","","é†âÍåß","ãﬂç]î™î¶és","ññçLí¨","",485,281,248,63,103,33,5,199,-,18,1053,841,713,126,386,128,13,199,-,86,2.1711340206,2.9928825623,2.8750000000,2.0000000000,3.7475728155,3.8787878788,2.6000000000,1.0000000000,-,4.7777777778,36,36,31,-,25,5,-,-,-,5,91,90,76,-,48,14,1,-,-,13,224,106,88,44,21,18,3,115,-,10,153,37,35,35,-,2,1,115,-,-
1502,"25204","1620","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨èÌäyéõ","",805,682,553,157,322,129,7,116,-,99,2481,2342,1718,314,1223,624,23,116,-,530,3.0819875776,3.4340175953,3.1066907776,2.0000000000,3.7981366460,4.8372093023,3.2857142857,1.0000000000,-,5.3535353535,168,168,151,-,148,17,-,-,-,17,316,314,252,-,234,62,2,-,-,63,360,305,187,95,53,118,4,51,-,91,136,83,79,77,-,4,2,51,-,-
1503,"25204","1630","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨è„èo","",106,45,30,9,20,15,-,61,-,14,234,173,95,18,75,78,-,61,-,74,2.2075471698,3.8444444444,3.1666666667,2.0000000000,3.7500000000,5.2000000000,-,1.0000000000,-,5.2857142857,6,6,5,-,5,1,-,-,-,1,19,19,11,-,11,8,-,-,-,8,32,26,12,7,4,14,-,6,-,13,10,4,4,4,-,-,-,6,-,-
1504,"25204","1640","2","","","","é†âÍåß","ãﬂç]î™î¶és","ëÂéöçÅèØ","",45,35,26,7,14,9,2,8,-,7,135,117,76,14,51,41,10,8,-,36,3.0000000000,3.3428571429,2.9230769231,2.0000000000,3.6428571429,4.5555555556,5.0000000000,1.0000000000,-,5.1428571429,8,7,3,-,3,4,1,-,-,4,13,12,6,-,6,6,1,-,-,6,26,20,12,4,5,8,2,4,-,6,7,3,3,3,-,-,-,4,-,-
1505,"25204","1650","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨éúâ∂éõ","",40,30,14,3,10,16,-,10,-,13,142,132,46,6,37,86,-,10,-,77,3.5500000000,4.4000000000,3.2857142857,2.0000000000,3.7000000000,5.3750000000,-,1.0000000000,-,5.9230769231,9,9,7,-,7,2,-,-,-,2,17,17,9,-,8,8,-,-,-,8,17,15,2,2,-,13,-,2,-,12,4,2,2,2,-,-,-,2,-,-
1506,"25204","1660","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨íÜâÆ","",58,48,32,11,20,16,-,10,-,13,189,179,103,22,78,76,-,10,-,67,3.2586206897,3.7291666667,3.2187500000,2.0000000000,3.9000000000,4.7500000000,-,1.0000000000,-,5.1538461538,4,4,4,-,4,-,-,-,-,-,14,14,11,-,11,3,-,-,-,3,35,28,12,6,5,16,-,7,-,13,11,4,3,3,-,1,-,7,-,-
1507,"25204","1670","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨è¨íÜ","",217,144,127,44,60,17,3,70,-,11,511,435,356,88,213,79,6,70,-,60,2.3548387097,3.0208333333,2.8031496063,2.0000000000,3.5500000000,4.6470588235,2.0000000000,1.0000000000,-,5.4545454545,28,28,26,-,26,2,-,-,-,2,59,59,51,-,43,8,-,-,-,8,59,48,32,17,5,16,-,11,-,10,25,14,13,13,-,1,-,11,-,-
1508,"25204","1680","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨è„ñLâY","",359,268,205,66,102,63,2,88,1,50,999,904,600,132,380,304,4,88,3,265,2.7827298050,3.3731343284,2.9268292683,2.0000000000,3.7254901961,4.8253968254,2.0000000000,1.0000000000,3.0000000000,5.3000000000,51,51,38,-,38,13,-,-,-,12,122,122,90,-,76,32,-,-,-,29,129,112,53,32,11,59,-,17,-,48,44,27,25,24,-,2,-,17,-,-
1509,"25204","1690","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨â∫ñLâY","",1290,1036,816,320,384,220,4,249,1,159,3573,3312,2305,640,1400,1007,10,249,2,824,2.7697674419,3.1969111969,2.8247549020,2.0000000000,3.6458333333,4.5772727273,2.5000000000,1.0000000000,2.0000000000,5.1823899371,127,127,93,-,90,34,-,-,-,33,316,315,219,-,195,96,-,1,-,93,715,592,395,227,96,197,3,120,-,148,316,195,182,177,-,13,1,120,-,-
1510,"25204","1700","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨åKé¿éõ","",269,236,211,74,114,25,-,33,-,17,764,731,621,148,420,110,-,33,-,87,2.8401486989,3.0974576271,2.9431279621,2.0000000000,3.6842105263,4.4000000000,-,1.0000000000,-,5.1176470588,17,17,13,-,13,4,-,-,-,4,54,54,41,-,39,13,-,-,-,13,128,106,87,50,24,19,-,22,-,11,58,36,35,34,-,1,-,22,-,-
1511,"25204","1710","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨ã{í√","",109,92,81,30,37,11,-,17,-,9,293,276,222,60,131,54,-,17,-,49,2.6880733945,3.0000000000,2.7407407407,2.0000000000,3.5405405405,4.9090909091,-,1.0000000000,-,5.4444444444,6,6,3,-,3,3,-,-,-,3,22,22,17,-,13,5,-,-,-,5,50,38,30,15,9,8,-,12,-,8,25,13,13,13,-,-,-,12,-,-
1512,"25204","1720","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨ëÂíÜ","",68,61,33,12,17,28,-,7,-,21,253,246,101,24,68,145,-,7,-,119,3.7205882353,4.0327868852,3.0606060606,2.0000000000,4.0000000000,5.1785714286,-,1.0000000000,-,5.6666666667,9,9,3,-,3,6,-,-,-,6,18,18,8,-,8,10,-,-,-,10,46,42,16,10,3,26,-,4,-,20,15,11,10,10,-,1,-,4,-,-
1513,"25204","1730","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨ìåòVëh","",218,194,148,53,79,46,-,24,-,39,681,657,441,106,298,216,-,24,-,195,3.1238532110,3.3865979381,2.9797297297,2.0000000000,3.7721518987,4.6956521739,-,1.0000000000,-,5.0000000000,19,19,12,-,12,7,-,-,-,7,60,60,41,-,40,19,-,-,-,19,107,96,55,27,17,41,-,11,-,35,34,23,22,22,-,1,-,11,-,-
1514,"25204","1740","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨êºòVëh","",405,309,249,52,157,60,2,94,-,53,1183,1085,785,104,579,300,4,94,-,277,2.9209876543,3.5113268608,3.1526104418,2.0000000000,3.6878980892,5.0000000000,2.0000000000,1.0000000000,-,5.2264150943,73,73,63,-,58,10,-,-,-,9,140,139,116,-,104,23,-,1,-,22,122,105,49,21,14,56,-,17,-,50,38,21,20,18,-,1,-,17,-,-
1515,"25204","1750","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨êŒéõ","",122,97,55,20,34,42,2,23,-,32,394,363,161,40,119,202,8,23,-,172,3.2295081967,3.7422680412,2.9272727273,2.0000000000,3.5000000000,4.8095238095,4.0000000000,1.0000000000,-,5.3750000000,10,10,5,-,5,5,-,-,-,5,27,26,11,-,11,15,1,-,-,16,84,69,28,15,12,41,2,13,-,31,28,15,13,13,-,2,-,13,-,-
1516,"25204","1760","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨ì‡ñÏ","",137,125,72,38,26,53,-,12,-,38,442,430,186,76,92,244,-,12,-,196,3.2262773723,3.4400000000,2.5833333333,2.0000000000,3.5384615385,4.6037735849,-,1.0000000000,-,5.1578947368,12,12,5,-,5,7,-,-,-,7,28,28,10,-,10,18,-,-,-,18,106,97,46,31,9,51,-,9,-,36,39,30,30,30,-,-,-,9,-,-
1517,"25204","1770","2","","","","é†âÍåß","ãﬂç]î™î¶és","â´ìáí¨","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1518,"25206","","1","","","","é†âÍåß","ëêí√és","","",60180,34845,30822,10178,16964,4023,324,24864,147,2908,135846,109767,91584,20356,62383,18183,777,24864,438,14790,2.2573280160,3.1501506672,2.9713840763,2.0000000000,3.6773756190,4.5197613721,2.3981481481,1.0000000000,2.9795918367,5.0859697387,6098,6091,5518,-,5308,573,7,-,-,565,13914,13827,12055,1,10960,1772,28,59,-,1710,17106,13501,9989,5779,2758,3512,70,3535,-,2643,8451,4896,4732,4648,4,164,20,3535,-,-
1519,"25206","0010","2","","","","é†âÍåß","ëêí√és","înèÍí¨","",198,155,124,36,70,31,3,40,-,20,562,514,377,72,256,137,8,40,-,102,2.8383838384,3.3161290323,3.0403225806,2.0000000000,3.6571428571,4.4193548387,2.6666666667,1.0000000000,-,5.1000000000,21,21,19,-,18,2,-,-,-,2,57,56,43,-,39,13,1,-,-,12,91,69,42,20,16,27,1,21,-,18,39,18,14,14,-,4,-,21,-,-
1520,"25206","0020","2","","","","é†âÍåß","ëêí√és","éRéõí¨","",602,354,305,45,238,49,1,246,1,41,1512,1258,1017,90,879,241,2,246,6,218,2.5116279070,3.5536723164,3.3344262295,2.0000000000,3.6932773109,4.9183673469,2.0000000000,1.0000000000,6.0000000000,5.3170731707,146,146,140,-,138,6,-,-,-,6,225,225,201,-,195,24,-,-,-,23,108,95,54,18,25,41,-,13,-,36,29,16,15,14,-,1,-,13,-,-
1521,"25206","0030","2","","","","é†âÍåß","ëêí√és","â™ñ{í¨","",722,330,294,65,200,36,3,382,7,24,1553,1136,980,130,777,156,13,382,22,115,2.1509695291,3.4424242424,3.3333333333,2.0000000000,3.8850000000,4.3333333333,4.3333333333,1.0000000000,3.1428571429,4.7916666667,90,90,81,-,81,9,-,-,-,8,170,168,157,-,145,11,2,-,-,10,133,97,68,35,24,29,1,35,-,20,62,27,26,25,-,1,-,35,-,-
1522,"25206","0040","2","","","","é†âÍåß","ëêí√és","ê¬íní¨","",2131,1357,1208,321,743,149,20,754,-,120,5313,4512,3807,642,2812,705,47,754,-,619,2.4931956828,3.3249815770,3.1514900662,2.0000000000,3.7846567968,4.7315436242,2.3500000000,1.0000000000,-,5.1583333333,280,279,251,-,246,28,1,-,-,28,630,629,556,-,516,73,1,-,-,72,563,454,328,183,90,126,5,104,-,103,268,163,157,154,-,6,1,104,-,-
1523,"25206","0051","2","","","","é†âÍåß","ëêí√és","í«ï™","",1832,1159,1025,291,611,134,12,652,9,96,4469,3758,3167,582,2285,591,34,652,25,480,2.4394104803,3.2424503883,3.0897560976,2.0000000000,3.7397708674,4.4104477612,2.8333333333,1.0000000000,2.7777777778,5.0000000000,199,198,179,-,171,19,1,-,-,19,533,530,459,-,412,71,2,1,-,70,469,393,273,151,79,120,2,74,-,87,203,129,121,120,-,8,-,74,-,-
1524,"25206","005101","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇPíöñ⁄",62,23,21,7,8,2,-,38,1,-,108,67,57,14,30,10,-,38,3,-,1.7419354839,2.9130434783,2.7142857143,2.0000000000,3.7500000000,5.0000000000,-,1.0000000000,3.0000000000,-,3,3,3,-,3,-,-,-,-,-,10,10,10,-,6,-,-,-,-,-,10,8,6,4,1,2,-,2,-,-,4,2,2,2,-,-,-,2,-,-
1525,"25206","005102","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇQíöñ⁄",421,191,171,35,110,20,1,228,1,14,877,645,558,70,420,87,2,228,2,69,2.0831353919,3.3769633508,3.2631578947,2.0000000000,3.8181818182,4.3500000000,2.0000000000,1.0000000000,2.0000000000,4.9285714286,43,43,38,-,37,5,-,-,-,5,119,119,106,-,90,13,-,-,-,13,48,38,19,13,3,19,-,10,-,13,22,12,11,11,-,1,-,10,-,-
1526,"25206","005103","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇRíöñ⁄",496,273,239,91,128,34,5,215,3,25,1079,848,700,182,472,148,10,215,6,121,2.1754032258,3.1062271062,2.9288702929,2.0000000000,3.6875000000,4.3529411765,2.0000000000,1.0000000000,2.0000000000,4.8400000000,53,53,49,-,48,4,-,-,-,4,103,102,86,-,80,16,-,1,-,16,124,105,75,44,22,30,-,19,-,23,55,36,36,36,-,-,-,19,-,-
1527,"25206","005104","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇSíöñ⁄",237,168,148,33,99,20,-,66,3,14,636,560,478,66,372,82,-,66,10,64,2.6835443038,3.3333333333,3.2297297297,2.0000000000,3.7575757576,4.1000000000,-,1.0000000000,3.3333333333,4.5714285714,30,30,28,-,25,2,-,-,-,2,83,83,74,-,67,9,-,-,-,9,67,53,34,18,12,19,-,14,-,13,30,16,14,14,-,2,-,14,-,-
1528,"25206","005105","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇTíöñ⁄",189,143,122,35,69,21,2,44,-,15,509,461,364,70,254,97,4,44,-,80,2.6931216931,3.2237762238,2.9836065574,2.0000000000,3.6811594203,4.6190476190,2.0000000000,1.0000000000,-,5.3333333333,27,27,24,-,23,3,-,-,-,3,62,62,51,-,48,11,-,-,-,11,58,48,29,14,7,19,-,10,-,14,24,14,12,12,-,2,-,10,-,-
1529,"25206","005106","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇUíöñ⁄",203,179,160,36,105,19,1,22,1,14,640,609,518,72,402,91,5,22,4,77,3.1527093596,3.4022346369,3.2375000000,2.0000000000,3.8285714286,4.7894736842,5.0000000000,1.0000000000,4.0000000000,5.5000000000,9,8,6,-,6,2,1,-,-,2,86,85,72,-,66,13,1,-,-,11,72,62,47,20,18,15,-,10,-,12,26,16,16,16,-,-,-,10,-,-
1530,"25206","005107","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇVíöñ⁄",29,24,22,15,6,2,2,3,-,3,78,64,56,30,23,8,11,3,-,17,2.6896551724,2.6666666667,2.5454545455,2.0000000000,3.8333333333,4.0000000000,5.5000000000,1.0000000000,-,5.6666666667,4,4,3,-,3,1,-,-,-,1,6,5,4,-,4,1,1,-,-,2,16,13,12,11,-,1,2,1,-,2,9,8,8,8,-,-,-,1,-,-
1531,"25206","005108","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇWíöñ⁄",195,158,142,39,86,16,1,36,-,11,542,504,436,78,312,68,2,36,-,52,2.7794871795,3.1898734177,3.0704225352,2.0000000000,3.6279069767,4.2500000000,2.0000000000,1.0000000000,-,4.7272727273,30,30,28,-,26,2,-,-,-,2,64,64,56,-,51,8,-,-,-,8,74,66,51,27,16,15,-,8,-,10,33,25,22,21,-,3,-,8,-,-
1532,"25206","0052","2","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","",1323,969,909,162,691,60,3,349,2,50,3780,3411,3127,324,2652,284,10,349,10,249,2.8571428571,3.5201238390,3.4400440044,2.0000000000,3.8379160637,4.7333333333,3.3333333333,1.0000000000,5.0000000000,4.9800000000,389,389,377,-,374,12,-,-,-,12,655,654,620,-,597,34,1,-,-,33,189,166,113,66,34,53,2,21,-,47,72,50,49,48,-,1,1,21,-,-
1533,"25206","005201","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇPíöñ⁄",113,8,7,2,5,1,-,105,-,1,130,25,22,4,18,3,-,105,-,3,1.1504424779,3.1250000000,3.1428571429,2.0000000000,3.6000000000,3.0000000000,-,1.0000000000,-,3.0000000000,3,3,3,-,3,-,-,-,-,-,4,4,3,-,3,1,-,-,-,1,9,3,2,2,-,1,-,6,-,1,8,2,2,2,-,-,-,6,-,-
1534,"25206","005202","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇQíöñ⁄",323,192,184,34,138,8,1,130,-,7,795,661,629,68,530,32,4,130,-,31,2.4613003096,3.4427083333,3.4184782609,2.0000000000,3.8405797101,4.0000000000,4.0000000000,1.0000000000,-,4.4285714286,79,79,77,-,76,2,-,-,-,2,127,126,122,-,117,4,1,-,-,5,33,29,23,13,8,6,1,3,-,7,13,10,10,10,-,-,-,3,-,-
1535,"25206","005203","3","çáéZínàÊÇ†ÇË","","005204","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇRíöñ⁄",293,264,233,60,154,31,1,27,1,24,927,892,741,120,572,151,4,27,4,124,3.1638225256,3.3787878788,3.1802575107,2.0000000000,3.7142857143,4.8709677419,4.0000000000,1.0000000000,4.0000000000,5.1666666667,80,80,75,-,75,5,-,-,-,5,135,135,121,-,119,14,-,-,-,13,91,85,57,35,16,28,-,6,-,22,36,30,29,28,-,1,-,6,-,-
1536,"25206","005204","3","îÈìΩínàÊ","005203","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇSíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1537,"25206","005205","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇTíöñ⁄",82,78,74,12,58,4,-,4,-,3,287,283,265,24,232,18,-,4,-,14,3.5000000000,3.6282051282,3.5810810811,2.0000000000,4.0000000000,4.5000000000,-,1.0000000000,-,4.6666666667,49,49,48,-,47,1,-,-,-,1,60,60,57,-,56,3,-,-,-,3,10,9,5,2,1,4,-,1,-,3,1,-,-,-,-,-,-,1,-,-
1538,"25206","005206","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇUíöñ⁄",202,182,175,30,138,7,-,19,1,6,662,637,602,60,526,35,-,19,6,32,3.2772277228,3.5000000000,3.4400000000,2.0000000000,3.8115942029,5.0000000000,-,1.0000000000,6.0000000000,5.3333333333,85,85,84,-,84,1,-,-,-,1,140,140,135,-,130,5,-,-,-,4,15,13,8,5,1,5,-,2,-,5,6,4,4,4,-,-,-,2,-,-
1539,"25206","005207","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇVíöñ⁄",162,161,156,9,138,5,-,1,-,5,617,616,590,18,545,26,-,1,-,26,3.8086419753,3.8260869565,3.7820512821,2.0000000000,3.9492753623,5.2000000000,-,1.0000000000,-,5.2000000000,69,69,67,-,67,2,-,-,-,2,141,141,137,-,131,4,-,-,-,4,11,11,6,5,-,5,-,-,-,5,2,2,2,2,-,-,-,-,-,-
1540,"25206","005208","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇWíöñ⁄",33,29,29,6,22,-,-,4,-,-,105,101,101,12,85,-,-,4,-,-,3.1818181818,3.4827586207,3.4827586207,2.0000000000,3.8636363636,-,-,1.0000000000,-,-,12,12,12,-,11,-,-,-,-,-,23,23,23,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1541,"25206","005209","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇXíöñ⁄",115,55,51,9,38,4,1,59,-,4,257,196,177,18,144,19,2,59,-,19,2.2347826087,3.5636363636,3.4705882353,2.0000000000,3.7894736842,4.7500000000,2.0000000000,1.0000000000,-,4.7500000000,12,12,11,-,11,1,-,-,-,1,25,25,22,-,19,3,-,-,-,3,20,16,12,4,8,4,1,3,-,4,6,2,2,2,-,-,1,3,-,-
1542,"25206","0100","2","","","","é†âÍåß","ëêí√és","é·ëê","",911,750,689,330,299,61,-,161,-,38,2254,2093,1846,660,1046,247,-,161,-,172,2.4742041712,2.7906666667,2.6792452830,2.0000000000,3.4983277592,4.0491803279,-,1.0000000000,-,4.5263157895,41,41,33,-,33,8,-,-,-,7,130,130,107,-,100,23,-,-,-,22,460,409,355,232,97,54,-,51,-,35,217,166,162,161,-,4,-,51,-,-
1543,"25206","010001","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇPíöñ⁄",189,96,84,45,29,12,-,93,-,10,358,265,213,90,101,52,-,93,-,46,1.8941798942,2.7604166667,2.5357142857,2.0000000000,3.4827586207,4.3333333333,-,1.0000000000,-,4.6000000000,3,3,1,-,1,2,-,-,-,2,16,16,9,-,9,7,-,-,-,7,68,60,49,32,11,11,-,8,-,9,29,21,20,20,-,1,-,8,-,-
